ID,Tweet,True Label,BERT,BERT 22,BERT 9,,Model,T test
2520,is_enghar_himain_hiapko_hijis_hiinsan_hise_hinafrat_enho_hisamjh_hilo_hiwo_hiinsan_hinafrat_enke_hilayak_hinahi_hihai_hibalki_hiizzat_hike_hilayak_hihai_hior_hiji_hi,0,0,0,0,,,
3042,dear_ensir_enjis_hirape_enke_hilaws_enand_enrules_enko_hikoi_hidarta_hinahi_hiun_hilaw_enans_enrules_enki_hidesh_hiko_hikyu_hihai_hijarurat_hi,0,0,0,0,,,
3156,sapa_hiraaj_hime_en100_restse_hiuoer_hiladkiyo_hike_hisath_hirape_enhua_hitha_hiisteefa_himanga_hitha_hi,0,0,0,0,,,
2026,i_enhate_engaddar_hiindian_enbehuda_himulla_hithese_enmolwi_himuslimo_hiko_higandi_hiamp_hibarbaad_hisoch_hide_hirhe_hih_hiye_hiislam_hike_hidusmn_hiislam_hi,1,1,1,1,,,
1130,ravidubey_hidipika_hi,1,0,1,0,,,
1524,arshi_hitune_hikion_hiladai_hiki_hishilpa_hiji_hise_hitu_hibahut_hifek_hihai_hiarshi_hivikas_higupta_hine_hithere_enlike_enkya_hikya_hinhi_hikiya_hi,1,1,1,0,,,
1676,air_enjo_hirape_enho_hirahe_hih_hikabhi_hius_hipar_hibhi_hibolo_hi,0,0,0,1,,,
2501,allergy_enkafi_hisahi_hiword_enhai_hihate_enit_hi,0,0,0,0,,,
2430,kaun_hijaat_hik_hiho_hibhai_hiachha_hibo_hirabish_hik_hibhai_hipande_hiji_hiko_hirape_encase_enme_enander_hidaal_hidiya_hiya_enbhai_hiji_hiki_hijaat_hipuchkar_hicase_enltka_hidiya_hi,0,1,0,0,,,
2316,army_ennhi_hihai_hibhai_hiwo_hikhud_hiterrorists_enhai_hiar_hiterrorism_enkaha_hiindia_enki_hi,0,0,0,0,,,
1903,rape_enand_enwoman_enpersecution_hike_hikhilaf_hiawaz_hitoh_hiuthate_hihi_enhai_hiiska_himatlab_hiyeh_hinahi_hikisi_hi,0,1,1,1,,,
2450,soomro_hii_enam_hilike_enu_entoo_ensab_hihi_enuse_enhate_enkarte_hiha_hiapna_hicaptain_enha_hi,0,0,0,0,,,
1314,i_enjst_enhate_endis_enflopa_hivictim_enki_hitarah_hibehave_enkar_hirahi_hihe_enaur_hikhud_hiko_hibada_hibata_hirahi_hih_highatiya_hiaurat_hibani_hiis_enbestest_end_restbest_hi,1,1,1,1,,,
2291,debnath_hinahi_hibheji_hitu_hi,0,0,1,1,,,
1683,ye_hihumara_hihindustan_hihai_hiyaha_hiworld_enka_hirape_encapital_enbana_hihua_hihai_hiindi_en,1,0,1,0,,,
1173,tere_hihar_hipr_hinhi_hibharat_hiko_hibechne_hipr_hii_enhate_enyeh_hiumeed_hinhi_hithi_hibhai_hitujhse_hi,1,1,1,0,,,
2890,i_enhate_enthese_enmuslim_enmolvis_hin_enhindu_hibabas_hijo_hidusro_hiki_hikhushiyon_hiko_hidaba_hike_hikhud_hiitne_himaje_hilete_hihe_enchupke_hi,1,1,1,1,,,
247,bachchiyon_hise_hirape_enkarnewalon_hiko_hikutton_hiki_himout_himar_hidena_hichahiye_hi,1,1,0,1,,,
3168,sir_enup_enka_hikuch_hibhi_hinhi_hiho_hirha_hihai_hijanta_hiap_hiko_hibura_hibol_hirhi_hihai_himai_hiap_hika_hiek_hisupporter_enhun_hilike_encrime_hirape_enjobs_hi,0,1,0,0,,,
2494,datta_hiji_hishinchan_hi,1,0,0,0,,,
3029,paisa_hikhaya_hihoga_hiya_enrape_encase_enme_enarrest_enhua_hihoga_hi,0,0,0,0,,,
696,tum_hikashmir_hiaur_hibalochistan_himein_hiterrorism_enband_enkro_hipiece_enkhudi_hiaa_hijaye_higa_hi,0,0,0,0,,,
2810,ab_hiaapka_hihi_enchallan_hikatega_hikewal_hibade_hilog_hihi_enye_hicomplain_enhai_hiaap_hinahi_hivaise_hibhi_hiis_ensest_en,1,0,1,1,,,
2611,tiyab_hiye_hishocked_enh_hikya_hilat_hipadi_hi,0,0,0,0,,,
3001,sir_enjee_hikya_hi12_restsaal_hisey_hiupar_hiwalo_hika_hirape_enrape_ennahi_hihota_hikya_hifansi_hiki_hisaja_hisirf_hiupto1_en,0,0,0,0,,,
2814,randi_hika_hibachon_hiterrorism_entu_hikarate_hiho_hichahey_hikapoor_hikitna_hibe_hibara_hiho_hijaen_hirahatn_hilun_hika_hinecha_hihan_hi,0,0,0,0,,,
1473,fir_hibhi_hiitne_hisaare_hirape_enho_hirahe_hihai_hikaha_hihai_hirajput_hiladkiyon_hik_hipallu_hik_hipiche_hichupe_hihai_hikya_hi,0,0,0,0,,,
689,me_ensory_enshilpa_hikuch_hitym_enke_hiliye_hisub_enki_hibt_ensun_hike_higlt_hisamjh_hi,1,1,1,1,,,
2097,rape_enaur_hitoilets_hipar_hijoke_enbana_hina_hikoi_hibohat_hihe_enghatiya_hiharkat_hihai_hi,1,0,0,0,,,
1074,tu_hibach_higaya_hihindu_hirape_enkarta_hihai_hito_enteri_hibolti_hiband_enhoti_hihai_hiwah_hisaale_hiwah_hi,0,1,1,1,,,
438,kiu_hikuch_hilog_hichehre_hipr_hidohra_hichehra_hilekr_highumte_hih_hijese_hih_hiwese_hikiu_hinhi_hidikhte_hisabke_hisamne_hikuch_hior_hialag_him_enkuch_hinot_eni_enjust_enhate_enthem_en,1,1,1,1,,,
2150,dalbandin_hithilismia_hik_hishikar_hiaik_himasoom_hibachi_hiko_hio_hiaur_hiaik_hibachy_hiko_hia_enkhoon_hikee_hizarurat_hihai_hirabta_hikare_hibolan_hiblood_enbank_en03327914313_hi,0,0,0,0,,,
3237,malik_hiyeh_hitoh_hipathani_hikutte_hihain_hiko_hiladkiyon_hika_hirape_enkarte_hihain_hiyaad_hinahi_hibangladeshi_hiko_hi1971_restmai_hikisne_hirape_enkiya_hiporki_hi,0,1,1,1,,,
2206,kisiko_hibolne_hise_hipehle_hisocha_hikaro_himai_hipehle_hitumhri_hirespect_hikarta_hitha_hibut_enab_hinhi_hii_enhate_enu_enap_hiek_hi,1,1,1,1,,,
33,sir_enrishi_hiaab_hibaap_hikon_hihai_hipata_hichal_higaya_hichalo_hichoro_hiaap_hilog_hihar_higai_hiaab_hitu_hiterrorism_enband_enkar_hido_en,0,0,0,0,,,
2752,delhi_himei_hito_enmodi_hisarkar_hihai_hiwahan_hichedchhad_hichodo_hiroj_hirape_enho_hiraha_hihai_hikahan_hihai_himodi_hiji_hi,0,1,0,0,,,
2970,hina_hine_hishilpa_hiji_hiko_hikitna_hiacha_hibola_hihai_hiki_hihumare_hiprofession_enmain_himake_enup_enlagana_hipadta_hihai_hi,0,0,1,1,,,
2152,jis_hidin_hitere_hijaise_hilog_hikashmir_hichod_hidenge_hiyeh_hiterrorism_enkhatam_hihojayega_hijoh_hiapne_hihe_enlogo_hiko_hibhadka_hi,1,0,0,0,,,
1822,so_himuch_hihatred_enbut_endont_enworry_enteri_hiaukaat_hiuske_hijute_hichaatne_hiki_hibhi_hinahi_hihai_hi,1,1,0,0,,,
3234,valentine_ennight_enper_hibangalure_hima_hijis_hitarah_hiaurton_hise_hirape_enkiya_higaya_hipehle_hiusse_hiband_enkarwaen_hikahan_hiterror_en,1,0,0,0,,,
1700,mujhe_hito_endono_hise_hihi_ennafrat_enhe_enpar_hibjp_hise_himujhe_hiitni_hinafrat_enhe_enzindagi_hime_enise_hivote_hinhi_hi,1,1,1,1,,,
849,gujaratkegadhe_hiek_hiaur_higadha_hivijay_hijolly_enrape_enke_himale_enmein_hiphansa_hiyeh_higadhe_himultiply_enho_hirahe_hihain_himodi_hisarkar_himein_hi,0,0,0,0,,,
518,2_restfeer_hiteko_hipata_hichal_hijayga_hikon_hirape_enkarwa_hiraha_hihai_hiaur_hikon_hinahi_hikitni_hiaurto_hiko_hitum_hil_en,0,0,0,0,,,
2722,manu_hine_hiteri_himaa_hikaa_hirape_enkiya_hihoga_hiho_hitu_hipaida_hihuwi_hi,1,0,0,0,,,
2743,pakistaniyon_hiko_hiaisi_hinews_enmaamul_hisa_hiho_higaya_hihai_hijaise_hiudar_hiroz_hibomb_hiblasts_enhote_hihai_hiafridiretirement_en,0,0,0,0,,,
2422,bhai_hikarni_hisena_hiwaalon_hipadmaavat_hipe_hijitna_hihalla_himachaya_hihai_hijitney_hidande_hibajaye_hihain_hikisi_hirape_encase_enpe_hibhi_himach_hi,1,1,1,1,,,
1873,tujhe_hito_en99_restlog_hihate_enkarte_hihai_hitu_hikab_hile_hiraha_hihai_hi,0,0,0,0,,,
2503,rajesh_hiveer_hii_enhate_enyou_enusne_hiaaj_hirangeela_hiko_highoda_hibana_hidiya_hiuska_himaa_hikal_hirangeela_hiko_hikutta_hikaha_hi,1,1,1,1,,,
1325,kaise_hihindu_hihai_hiye_hiharamzade_hijo_hiapne_hidesh_hike_hihi_enpm_enshab_hiki_hiinsult_enkarte_hihain_hiin_enharamiyio_hike_hiandar_hikisi_himughal_hika_hik_hi,1,1,1,1,,,
435,haan_hior_hibol_hiye_hivoice_ensuit_enkar_hirahi_hihai_hitere_hiupar_hiapni_hihate_enjaari_hirakho_hior_hivote_hikharab_hikaro_hi,0,0,0,0,,,
1658,i_enhate_enlopa_hitrend_envi_hibanao_hiyar_hibahut_hihit_enhogi_hii_enstand_enby_hibani_hi,1,1,1,1,,,
1372,are_hinahi_hitag_enline_enwas_enmain_hikhoon_hike_hiaansu_hiroyi_hihu_hikal_hikhud_hiki_higalti_hior_hikhud_hihi_enchilla_hirahi_hithi_hibb11_rest,0,0,0,0,,,
382,aur_hibesharam_hiharyana_hik_himinister_enbehuda_hibyan_hide_hirahe_hihain_hik_hirape_enhum_hise_hipuchh_hik_hithodi_hihote_hihain_hi,1,0,0,0,,,
3073,nahi_hibhosdi_hiwaloon_higarmi_hitumhare_hiandar_hibhari_hihai_hiabhi_hi,0,0,0,0,,,
188,maine_hikab_hihate_enkiya_hirona_hiband_enkro_hi,0,0,0,0,,,
2233,news_enkya_hifaltu_hibayaan_hihai_hibengal_hisabhi_hika_hirape_enhota_hihai_hikya_hiinn_enpoliticians_enko_hisharm_hiaani_hichaiye_hi,1,0,1,0,,,
128,agar_hiyaha_hirapes_hihote_hibhi_hihain_hitou_hiratio_enindia_enwala_hinahi_hihai_hizara_hiapna_hiratio_endekho_hija_hik_hit_hi,1,0,0,0,,,
1247,ibrahim1_hidipika_hi,1,0,0,0,,,
367,ek_hirape_enke_hikisse_hise_hibahu_hibetiya_higuj_himein_hisurakshit_hinahin_hiaur_hidin_hike_hipaanch_hirape_enke_hibavajoot_hidelhi_hitoh_hisurakasha_hineeti_hiki_himisaal_hi,0,0,0,0,,,
2846,bharat_hiko_hiaazadi_hidilane_himein_hiww2_enki_hibhi_hikhas_hibhoomika_hirahi_hihai_hiaur_hiww2_enhitler_enki_hiwajah_hise_hihua_hitha_hito_engandhi_hike_hisaath_hihitler_enko_hibhi_hiyad_hikaro_hi,1,0,0,1,,,
1555,tum_hihaaray_hihum_hijheete_hiis_enhe_enterhan_hikashmir_hibhi_hihar_hijao_hiterrorism_enkhud_hiba_hikhud_hikhatam_hihojaiga_hi,0,0,0,0,,,
821,zn_hichutiye_hipakistani_hilogo_hitumara_highar_hi,1,1,1,1,,,
2656,sir_enhimachal_hipradesh_hime_enek_hildki_hik_hisath_hirape_enaur_himurder_enhua_hiuske_hishrir_hik_hitukde_hikr_hidiye_higye_hiwoh_hinews_enaap_hiapne_hi,0,0,0,0,,,
2922,phele_hitoh_hirohingya_himuslims_hine_hibuddhist_hihindu_hilogo_hiko_himara_hirape_enkiya_hiconversion_enkiya_hiaur_hiab_hiapna_hirandi_hirona_hiro_hirahe_hihai_hidon_ent_hibe_hifool_en,1,0,0,0,,,
1668,khan54_hiagar_hivikas_hine_hiwoh_hidost_hichune_hihai_himatlab_hiwoh_hiansu_hibhi_hisache_hithe_enwoh_hitorture_enjo_hiusne_hisaha_hi,1,0,1,0,,,
698,tum_hito_ensubah_hishaam_hisonia_himutra_hipeete_hihi_enhonge_hiaur_hitumhre_hito_enkhoon_hime_enbhi_hicongress_hihi_enhogi_hihai_hina_hibado_hine_hibhi_hiyahi_hikaam_hikiya_hihai_hi,1,0,0,0,,,
3177,ki_hibaari_hihai_hiapne_hikaha_hita_hike_hipakistan_hiapne_himulk_hise_hiterrorism_enkhatam_hikare_hitu_hiab_hiindian_ensuported_enterrorism_enko_hikhatam_hikar_hirahe_hihai_hi,0,0,0,0,,,
2726,navin_hinow_enwe_enhate_enu_enmost_enkaise_hiinsan_hiho_hitumhe_hisharam_hiaani_hichahiye_hirohan_hike_hisamne_hikhade_hirehne_hiki_hiaukat_hinahi_hihai_hi,0,0,1,1,,,
3022,sir_enuttar_hipradesh_hike_hikairana_hikasba_hime_en1_restladki_hiko_hiuske_highar_hise_hiutha_hikar_hirape_enkiya_higaya_hiaur_hipolice_enko_hibatane_hipar_hipolice_en,0,0,0,0,,,
2287,kya_himahilayo_hika_hikoi_hisamman_hinai_hiup_enme_enagar_hihai_hito_enjinke_hiupar_hirape_encase_enchal_hiraha_hih_hiunhe_hiticket_enkyu_hi,1,0,0,0,,,
2492,gashti_hiki_hibachi_hihay_hitu_hiwoh_hikanjar_hiparliament_enjo_hizainab_hikay_hirape_enor_hiqatal_hipay_enna_hijagi_hiwohi_hiparliame_en,1,1,1,1,,,
404,medical_enme_enrape_enki_hipushti_hina_hihone_hipr_hibhi_hipaid_enmedia_enne_hikiya_hisanto_hiko_hibadnam_hiishumanrightalive_en,1,0,0,0,,,
2132,banfatahkfatwa_hiis_endor_hika_hisab_hise_hibegerat_enchainal_enzee_ennews_enhai_hijis_hine_hitarikh_hifatha_hiko_hibula_hikr_hinafrat_enphela_hirha_hihai_hibanfatahkafatwa_hi,0,0,0,0,,,
947,haque_hikasam_hise_hidil_hikhush_hiho_higaya_hihai_hibohat_hiacha_hikiya_hiin_enki_hireporting_ento_enrozana_hikhoon_hipi_hirahi_hithe_en,0,0,0,0,,,
2255,sir_enaap_hiki_hiaek_hibat_enbahot_higalt_hilagi_hivo_hihai_hiisrail_hike_hipm_enke_hisath_hiselfie_enkhich_hina_hisir_enaap_hito_enmahan_hihai_hior_hi,1,0,0,0,,,
2713,ye_hito_enek_hidukhad_highatna_hihai_hisirjee_hihatya_hito_enaapke_hiraaj_hime_enhui_hithis_enrape_enextortion_hiscam_hiaur_hina_hijane_hikya_hikya_hibhul_higaye_hikya_hi,0,0,0,0,,,
2557,ub_hikhoon_hikyon_hithanda_hipadh_higaya_hihae_hibjp_hiwalon_hika_hikya_hihindu_hibaba_hiko_hihindu_hiladhkiyon_hika_hirape_enkarna_hiallowed_hihae_hi,0,0,0,0,,,
1270,vishal_hibhagat_hisingh_hine_hikya_hiram_hiram_hijapa_hitha_hiangrezo_hik_hisa_hi,0,1,0,0,,,
2667,terrorism_entumhara_hikaam_hihai_hihumara_hinahi_hispy_ento_entumhare_hibhi_hihai_hiso_hichill_hi,0,0,0,0,,,
1055,dusro_hise_hiquestioning_enkarna_hibahut_hieasy_enhotta_hihai_himr_higandhi_hitum_hiek_hibaat_hibatao_hi60saal_himein_hic_hi,0,0,0,0,,,
1051,kar_hike_hitime_higulmam_hiko_hihate_enmail_enkiya_hitha_hina_hiaap_hikaro_hitho_hisahi_hihum_hikarke_hitho_higalat_hi,0,0,0,0,,,
2817,plz_enuska_hinaam_himat_hilijiye_hisab_hiutar_hijaati_hihai_hihate_enhim_en,1,1,1,1,,,
133,qandeel_himurder_enpe_himujhe_hibhi_hidukh_hihua_hitha_hiaur_hihai_hibut_enthey_enway_enshe_enwas_engoing_hiwas_encondemnable_enyeh_hikoi_hiacha_hipath_ennai_hi,0,0,0,0,,,
1085,arshad_hiapna_hidesh_hisambhalo_hipehle_hisara_hiworld_enmai_hijo_hiterrorism_enfaila_hirahe_hihai_hiwo_hisilhaynge_hihumain_hik_hihum_hikaise_hiapna_hidesh_hichalaye_hi,0,0,1,1,,,
1264,thatha_hiinka_hialane_hiunara_hikastha_himega_himedha_hihate_enpakana_hipettandi_hi,0,0,0,0,,,
2685,hindu_hiterror_enka_hijhunjhuna_hibajaya_hija_hiske_hi,0,0,0,0,,,
2378,freaking_ensr_hiayub_himatlab_hikuch_hibhi_hisearch_enrape_encapital_enin_entwitter_ensach_hisamny_hiaa_hijaye_higa_hi,0,0,0,0,,,
3210,bapu_hipehle_hibhi_hihate_enthey_encong_enki_hisarkar_hime_enaur_hiab_hisirf_hihathe_hinahi_himodi_hine_hibapu_hike_hipaze_hiper_hikabja_hikar_hilia_hi,0,0,0,1,,,
911,apny_himodi_hithe_enbucher_hiof_engujrat_hiko_hibhe_hisuggest_enkarain_hik_hikashmir_himai_hibhe_hiterrorism_enkhatam_hikary_hi,0,0,0,0,,,
1379,aap_himulla_himulayam_hika_hirape_enper_hibayan_hibhul_higaye_hi,0,0,0,0,,,
1408,panama_enpar_hiapp_enme_enkabhi_hibaat_hinahi_hiki_hihisaab_himangna_hitu_hihate_ennahi_hiheee_hi,0,0,0,0,,,
1384,are_hiaditi_hitoh_hibaukhla_higai_hihai_hibashing_enaur_hihate_ense_hibut_enusse_hisamajhna_hichahiye_hibashing_enusk_hi,0,0,0,0,,,
1347,as_ena_enakshra_hii_enhate_enhina_hikhan_hibut_enjaise_hihi_enusne_hiis_enghar_him_enapne_hiaap_hiko_hidikhaya_hihai_hii_enrespct_enher_hibhai_hikitna_hibhi_hi,1,1,1,1,,,
2808,gadhaakallesh_hine_hikairana_hi,1,0,0,0,,,
1667,ye_hiisliye_hikyoki_himai_hiye_hidekh_hiraha_hihu_hikuch_hibhi_hiho_hibus_ensarkar_hiper_hithop_hido_enkahi_hitrain_enhadaza_hikahi_hipul_hihadsa_hikahi_hirape_enbus_enyahi_hikah_hido_ensarkar_hi,0,0,1,0,,,
1072,ye_himidia_enbale_hiyogi_hior_himodi_hike_higungate_hirhate_hihate_enhai_hiup_enmai_hidalito_hipar_hiho_hirha_hiateyachar_hinahi_hidhikhata_hikya_hi,1,1,0,1,,,
560,rupa_hifir_hiye_hibtao_hitumra_hikitna_hibar_enrape_enho_higya_hih_hiabi_hitak_hibangal_hime_enbhi_hitum_hibhi_hito_enbangal_hime_enhi_enho_hi,0,1,1,1,,,
912,rape_entumhare_hiyaha_hihota_hibosdiwalo_hiapni_hibehan_hise_hisadi_hikar_hilete_hi10_restsuar_hijise_hibache_hipaida_hikarte_hi,0,1,1,1,,,
1557,bad_hipolitics_enek_hihindu_hibhai_hidusre_hihindu_hibhai_hika_hikhoon_hipene_hik_hiliye_hitaiyar_hihogaya_hihe_enabhi_hibhe_hitime_hihe_en,0,1,1,1,,,
1294,rape_enpe_hiladko_hise_higalti_hiho_hijati_hihai_hitera_hibaap_hibola_higadhe_hibaap_hiki_hiaulad_higadha_hihi_enhogi_hi,1,0,0,0,,,
2063,betiya_hipaida_hihi_enmat_hikaro_higarb_hihtyaa_hiko_hiprmot_hikaro_hibetiyo_hiko_higawar_hirakho_hikhuleaam_hirape_enho_hi,1,0,1,1,,,
274,ye_hibhai_hike_hirape_enaur_hibehan_hike_hichori_hiwale_hijawab_hisunne_hiwale_hipatrakar_hihain_hi,1,0,1,1,,,
1234,agar_hisarkare_hiunhe_higiraftar_hinhi_hikarti_hiti_hibarkhast_hikr_hideni_hichahir_hisarkare_hiye_hisb_hikuchh_hinetao_himantriyo_hike_hisup_en,1,1,0,1,,,
1869,sirf_hibologe_hiya_enkaroge_hibhi_hipadmavati_hiissue_enpe_hibolo_hiohh_enkaise_hibolog_hi,0,0,0,0,,,
366,kisi_hirape_enki_hipaidawar_hihe_entu_hi,0,1,1,1,,,
1300,are_hiiski_hibaat_hiur_higadhe_hiki_hilaat_hiek_hijesi_hih_hiroj_hipalti_himarti_hih_hiiska_hikoi_hibharosa_hinhi_hi,1,1,0,0,,,
3017,excuse_enme_enmr_hirishi_hikapoor_hiaap_hina_hibolne_hise_hipehle_hisocha_hikare_hiterrorism_enaap_hilog_hikhatam_hikare_hihumare_hikashmir_hi,0,0,1,0,,,
1114,0_restmadarchod_hidp_ento_enapne_hidesh_hiki_hilga_hibhikhari_hiland_hiha_hiyaha_hike_hibache_hibhi_hiteri_hiamma_hiki_hirape_enkar_hidenge_hiporki_hichut_hi,1,1,0,1,,,
2567,2_restvaise_hitumhare_hiyaha_hito_enkidnap_enrape_enhota_hihai_hina_hi,0,0,1,0,,,
1014,kulbhushan_hijadhav_hiji_hiki_hifamily_enko_hilautate_hiwaqt_hiwait_enkarna_hipadha_hicoz_enjo_hicar_endriver_enservice_hik_hiliye_hiappointed_entha_hi,0,1,0,1,,,
881,deewana_hibhai_hitumhari_hiside_enhi_enhain_hihum_hilog_hiwe_enhate_engauhar_hiand_enbani_hi,0,1,0,1,,,
3319,dawn_enjab_hikhana_hikaba_himai_hisab_hinamaz_hiparh_hisaktay_hihai_hitou_hiwhy_enwe_enhave_ento_endec_en,1,0,0,0,,,
3350,400_restwe_entake_hiso_himuch_hipain_enin_enstudying_enfor_hica_enand_enassholes_enlike_en,1,0,0,0,,,
2684,sale_hikardi_hipakistan_hiwali_hiwo_hibhi_hiunke_hitalwe_hichat_hikar_hijeete_hihai_hiaur_hitu_hibhi_hiwahi_hikar_hiraha_hihai_hihate_enhindus_hispread_enhate_endikha_hidi_hi,1,1,1,1,,,
1044,hadd_hitoh_hitab_hihogayi_hijab_hiuski_hifrnd_enne_hibola_hiki_hiannika_hika_himurder_enkyu_hinahi_hihojata_hihadi_hiwadi_hibolte_hithe_enusse_himaine_hibhi_hibata_hidiya_hi,0,1,0,1,,,
2202,app_enkashmir_himein_hiterrorism_enband_enkaro_hiinnocent_hikashmiris_hiko_hihr_enroz_hishaheed_hikr_hirahay_hiho_hi,0,0,0,0,,,
1005,n_enwe_enhate_enu_entereko_hilog_hibas_higaali_hidene_hike_hiliye_hifollow_enkarte_hihai_hitu_hikabhi_hiapne_hicomments_enkhol_hi,1,1,1,1,,,
1164,bate_hihate_enkyo_hijanab_hireason_ento_ensab_hisamne_hiaate_hihai_hina_hidekho_hiapni_hijankari_hiachi_hirakho_hior_hiagar_hihai_hito_enusko_hiuse_en,0,0,0,0,,,
1522,rafique_hijesa_hikhan_hibegerat_enhe_enwese_hihi_enhon_hige_hiin_enpojne_hiwale_hii_enhate_enniazi_hipasha_hi2_restno_en,1,1,1,1,,,
1842,pagal_hiko_hikya_hihua_hiaaj_hiu_enhate_enemoji_enna_hi,1,1,0,1,,,
778,mujhe_hilagta_hihai_hikay_hifawad_hialam_ennay_hiinzamam_hiki_hibeti_hiya_enbiwi_hi,0,0,0,0,,,
2275,or_hijo_himadical_enrape_endate_hihain_hiwo_hikidhar_hichorti_hiho_hi,0,0,0,1,,,
3231,abay_hibhosday_hi10_restsaal_hiki_hibachi_hiko_hipregnant_enkarne_hisay_hiac_hi,1,0,1,0,,,
3063,gali_hidene_hiki_hiischa_hihoti_hihai_hijab_hinirbhya_hirape_enhua_hitha_hitab_hikaha_hisoye_hihue_hithe_encastinism_endesh_hiko_hikhaa_hijayega_hi,1,0,0,0,,,
173,biggboss11_enhate_entrigger_enwahi_hikarti_hihai_hiuske_hishow_enme_enbhi_hichubti_hithi_hior_hiyaha_hibhi_hi,1,1,1,0,,,
1632,mantri_hiji_hikripa_hikar_hike_hipriority_enharyana_himein_hiho_hirhe_himinor_enladkiyon_hike_hisath_hirape_enko_hicontrol_enlaane_hi,0,0,0,0,,,
3262,kahit_higaano_himopako_hika_hihate_enlab_enparen_hikita_hi,1,0,0,0,,,
2633,dilog_hiacha_hihy_enrishi_hisir_ensbko_hipata_hihu_hiterrorism_enkon_hikr_hiraha_hihy_ensoo_hiplzzz_endosron_hipay_enilzm_hina_hilagao_hipehly_hiapne_highr_hiko_hisaaf_hikro_hi,1,0,0,0,,,
1711,bharat_hik_himusalmano_hine_hihar_hiterrorism_enko_hinakar_hidiya_hiaj_hihar_hidin_hiap_himobe_hib_hi,0,0,0,0,,,
495,islamabad_enmulk_hibhar_hime_enqaid_hi348_restqaidiyon_hiko_hiphansi_hidene_hika_hifaisla_hiberoot_endamishq_hik_hiqareeb_hishami_hifoaj_hika_hirocket_hihamla_hi16_restafrad_enhalak_hi,0,0,0,0,,,
1246,ha_histrong_enhai_hikisne_hibola_histrong_ennahi_hihai_hifir_hibi_hiuss_hidumb_enrohit_hiko_hinikalna_hichahiye_hii_enhate_en,1,1,1,1,,,
1224,sir_enmujhe_hiroj_hinews_enme_enwomens_enrape_enki_hikhabar_himilte_hihai_hieske_hiliya_hikuch_hisakhat_hirules_enaur_hibanana_hinahi_hichayiya_hihum_hilog_hibhi_hisafe_enho_hijai_hi,0,0,0,0,,,
1460,i_enam_hivery_ensorry_ento_ensay_hisaaf_hidil_hishilpa_hike_hifans_enhiten_enke_hidil_himein_hikya_hihai_hiwoh_hi,0,0,1,0,,,
2545,jis_hitarha_hiquaid_hie_hiazam_hipar_hi1_restlarrki_hinay_hijhota_hirape_enka_hicase_enbanaya_hitha_hitrain_enmain_hiaj_hiausi_hidarmay_hiko_hicolourful_enadakaron_hipe_hishoot_enkeya_higaya_hi,0,0,0,0,,,
1701,maken_higand_himarne_hike_hiliye_hichal_hiab_hibye_enchinal_hike_hikal_hipure_himu_hi,0,1,1,1,,,
1046,kya_hiqusoor_hihai_hiamala_hika_hiafter_hievan_hiviraj_hisuveer_hisunny_ento_enrape_enamala_histarplus_restcolors_en,0,0,0,0,,,
1445,tuu_hikar_hike_hidekh_hile_hirape_enpata_hichal_hijayega_hichu_hia_enaapiye_hi,0,0,0,0,,,
600,esne_hicase_enkiya_hihua_hihai_hirape_enka_hisalariya_enpar_hichargesheet_encourt_enmein_hisubmit_enho_hichuki_hihai_hi,0,0,0,0,,,
1775,economic_enterrorism_enor_hijamhoriyat_hik_hiname_enpr_himulko_hiquom_hiko_hibarbad_hikarty_hiwaqt_hiaaen_hikahan_hihota_hiha_hior_hikya_hibatata_hiha_hi,0,0,0,0,,,
955,qoran_hime_engardan_hikatane_hiko_hikah_higaya_hiwah_hirape_enaur_hikisi_hika_hikatal_hikanre_hipar_hina_hiki_hijanwar_hikatne_hiper_hi,0,0,1,0,,,
2905,iska_hirape_ennahi_hihua_hiye_hito_enchahte_hihe_ende_hideti_hihe_en,0,0,1,0,,,
1204,bhai_hifir_hibhi_hijeet_hipandawo_hiki_hihi_enhui_hithi_hipta_hihai_hikyo_hikyonki_hishree_hikrishan_hiji_hidharm_hike_hipaksh_hime_enkhade_hithe_enpuri_himahabh_hi,0,1,0,1,,,
1567,budha_hiinsaan_hitri_enfuddi_hito_en65_restki_hihai_hikoi_hidonkey_enhi_enchode_hitujhe_hior_hihan_hijitenge_hibhi_hihm_hin_enplz_enye_hirape_enkarna_hi,0,1,0,1,,,
2414,wale_hilog_hijante_hihai_hipar_hiatankwadiyo_hinafrat_enfailane_hiwalo_hike_hiliye_himeri_hiyehi_hilanguage_enrahegi_hi,0,0,1,0,,,
2699,kyu_hibhaiya_hiuske_hibhai_hine_hirape_enkiya_hilaga_hitere_hibhai_hine_hirape_enkiya_hiwah_hiwah_hijo_hitum_hikaro_hiwo_hiteek_hibjp_hikare_hitoh_hikharab_hi,0,1,1,1,,,
590,bhabi_hiji_hiap_hikarani_hisena_hik_hibare_himein_hikuch_hina_hihi_enbolo_hito_enac_hi,1,0,0,0,,,
2786,ap_hito_eneducated_enmalum_hihote_hihain_hiagar_hiaisa_hihai_hito_enap_hipahle_hiquran_hiholy_hibook_hiko_hiparho_hisamjho_hiaur_hinafrat_ense_hiruk_hijawo_hi,0,0,0,0,,,
